Time,gENSAL.delta,gENSAL.PELEC,gENSAL.PMECH,gENSAL.SPEED,hYGOV.PMECH,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.0,20.326748,0.40005195,0.3999995,0.0,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.002,20.326748,0.40005195,0.3999995,-1.1893716e-08,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.004,20.326748,0.40005192,0.3999995,-2.3783757e-08,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.006,20.326746,0.40005192,0.3999995,-3.5667863e-08,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.008,20.326744,0.40005186,0.3999995,-4.754385e-08,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.01,20.326742,0.40005183,0.3999995,-5.9409615e-08,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.012,20.32674,0.40005177,0.3999995,-7.1263116e-08,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.014,20.326736,0.4000517,0.3999995,-8.310238e-08,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.016,20.326735,0.40005165,0.3999995,-9.492547e-08,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.018,20.32673,0.40005156,0.3999995,-1.0673052e-07,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.02,20.326727,0.40005147,0.3999995,-1.185157e-07,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.022,20.326721,0.4000514,0.3999995,-1.3027923e-07,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.024,20.326717,0.4000513,0.3999995,-1.4201936e-07,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.026,20.326712,0.40005118,0.3999995,-1.5373439e-07,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.028,20.326706,0.40005106,0.3999995,-1.6542265e-07,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.03,20.3267,0.40005094,0.3999995,-1.7708248e-07,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.032,20.326694,0.4000508,0.3999995,-1.8871228e-07,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.034,20.326685,0.40005067,0.3999995,-2.0031044e-07,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.036,20.32668,0.40005052,0.3999995,-2.1187542e-07,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.038,20.32667,0.40005037,0.3999995,-2.2340566e-07,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.04,20.326664,0.4000502,0.3999995,-2.3489966e-07,0.3999995,0.99999565,0.9919906,0.99999815,0.9959818
0.042,20.326654,0.40005004,0.3999995,-2.463559e-07,0.3999995,0.9999957,0.9919906,0.99999815,0.9959818
0.044,20.326645,0.40004987,0.3999995,-2.5777294e-07,0.3999995,0.9999957,0.9919906,0.99999815,0.9959818
0.046,20.326637,0.4000497,0.3999995,-2.6914927e-07,0.3999995,0.9999957,0.9919906,0.99999815,0.9959818
0.048,20.326626,0.4000495,0.3999995,-2.8048348e-07,0.3999995,0.9999957,0.9919906,0.99999815,0.9959818
0.05,20.326616,0.4000493,0.3999995,-2.917741e-07,0.3999995,0.9999957,0.9919906,0.99999815,0.9959818
0.052,20.326605,0.40004912,0.3999995,-3.0301976e-07,0.3999995,0.9999957,0.9919906,0.99999815,0.9959818
0.054,20.326593,0.4000489,0.3999995,-3.1421908e-07,0.3999995,0.9999957,0.9919907,0.99999815,0.9959818
0.056,20.326582,0.4000487,0.3999995,-3.253706e-07,0.3999995,0.9999957,0.9919907,0.99999815,0.9959818
0.058,20.32657,0.4000485,0.3999995,-3.36473e-07,0.3999995,0.9999957,0.9919907,0.99999815,0.9959818
0.06,20.326557,0.40004826,0.3999995,-3.4752492e-07,0.3999995,0.9999957,0.9919907,0.99999815,0.9959818
0.062,20.326546,0.40004802,0.3999995,-3.5852503e-07,0.3999995,0.9999957,0.9919907,0.99999815,0.9959818
0.064,20.326532,0.40004778,0.3999995,-3.6947196e-07,0.3999995,0.9999957,0.9919907,0.99999815,0.9959818
0.066,20.326519,0.40004754,0.3999995,-3.8036438e-07,0.3999995,0.9999957,0.9919907,0.99999815,0.9959818
0.068,20.326506,0.4000473,0.39999947,-3.9120104e-07,0.39999947,0.9999957,0.9919907,0.99999815,0.9959818
0.07,20.32649,0.40004706,0.39999947,-4.0198063e-07,0.39999947,0.9999957,0.9919907,0.99999815,0.9959819
0.072,20.326475,0.4000468,0.39999947,-4.127018e-07,0.39999947,0.9999957,0.9919907,0.99999815,0.9959819
0.074,20.32646,0.40004653,0.39999947,-4.2336336e-07,0.39999947,0.9999957,0.9919907,0.99999815,0.9959819
0.076,20.326445,0.40004626,0.39999947,-4.33964e-07,0.39999947,0.9999957,0.9919907,0.99999815,0.9959819
0.078,20.32643,0.400046,0.39999947,-4.4450246e-07,0.39999947,0.9999957,0.9919907,0.99999815,0.9959819
0.08,20.326412,0.4000457,0.39999947,-4.5497754e-07,0.39999947,0.9999957,0.9919907,0.99999815,0.9959819
0.082,20.326397,0.40004542,0.39999947,-4.6538796e-07,0.39999947,0.9999957,0.9919907,0.99999815,0.9959819
0.084,20.32638,0.40004513,0.39999947,-4.7573252e-07,0.39999947,0.9999957,0.9919907,0.99999815,0.9959819
0.086,20.326363,0.40004483,0.39999947,-4.8601004e-07,0.39999947,0.9999957,0.9919907,0.9999982,0.9959819
0.088,20.326344,0.40004453,0.39999944,-4.9621923e-07,0.39999944,0.9999957,0.9919907,0.9999982,0.9959819
0.09,20.326326,0.4000442,0.39999944,-5.06359e-07,0.39999944,0.9999957,0.9919907,0.9999982,0.9959819
0.092,20.32631,0.4000439,0.39999944,-5.1642814e-07,0.39999944,0.99999577,0.99199075,0.9999982,0.9959819
0.094,20.32629,0.40004358,0.39999944,-5.264255e-07,0.39999944,0.99999577,0.99199075,0.9999982,0.9959819
0.096,20.326271,0.40004325,0.39999944,-5.363499e-07,0.39999944,0.99999577,0.99199075,0.9999982,0.9959819
0.098,20.32625,0.40004292,0.39999944,-5.462001e-07,0.39999944,0.99999577,0.99199075,0.9999982,0.9959819
0.1,20.326231,0.4000426,0.3999994,-5.5597513e-07,0.3999994,0.99999577,0.99199075,0.9999982,0.9959819
0.102,20.326212,0.40004224,0.3999994,-5.6567376e-07,0.3999994,0.99999577,0.99199075,0.9999982,0.9959819
0.104,20.32619,0.4000419,0.3999994,-5.752949e-07,0.3999994,0.99999577,0.99199075,0.9999982,0.9959819
0.106,20.32617,0.40004155,0.3999994,-5.848375e-07,0.3999994,0.99999577,0.99199075,0.9999982,0.9959819
0.108,20.326147,0.4000412,0.3999994,-5.943004e-07,0.3999994,0.99999577,0.99199075,0.9999982,0.9959819
0.11,20.326128,0.40004084,0.3999994,-6.036825e-07,0.3999994,0.99999577,0.99199075,0.9999982,0.9959819
0.112,20.326105,0.40004048,0.39999938,-6.129828e-07,0.39999938,0.99999577,0.99199075,0.9999982,0.9959819
0.114,20.326082,0.4000401,0.39999938,-6.2220016e-07,0.39999938,0.99999577,0.99199075,0.9999982,0.9959819
0.116,20.326061,0.40003973,0.39999938,-6.313336e-07,0.39999938,0.99999577,0.99199075,0.9999982,0.99598193
0.118,20.326036,0.40003935,0.39999938,-6.4038204e-07,0.39999938,0.99999577,0.99199075,0.9999982,0.99598193
0.12,20.326015,0.40003896,0.39999938,-6.493445e-07,0.39999938,0.99999577,0.99199075,0.9999982,0.99598193
0.122,20.32599,0.40003857,0.39999938,-6.5821985e-07,0.39999938,0.99999577,0.9919908,0.9999982,0.99598193
0.124,20.325968,0.40003818,0.39999935,-6.6700727e-07,0.39999935,0.99999577,0.9919908,0.9999982,0.99598193
0.126,20.325943,0.4000378,0.39999935,-6.757056e-07,0.39999935,0.99999577,0.9919908,0.9999982,0.99598193
0.128,20.325918,0.40003738,0.39999935,-6.8431393e-07,0.39999935,0.99999577,0.9919908,0.9999982,0.99598193
0.13,20.325893,0.400037,0.39999935,-6.928313e-07,0.39999935,0.99999577,0.9919908,0.9999982,0.99598193
0.132,20.325869,0.40003657,0.39999932,-7.0125674e-07,0.39999932,0.99999577,0.9919908,0.9999982,0.99598193
0.134,20.325842,0.40003616,0.39999932,-7.095893e-07,0.39999932,0.99999577,0.9919908,0.9999982,0.99598193
0.136,20.325817,0.40003574,0.39999932,-7.178281e-07,0.39999932,0.9999958,0.9919908,0.9999982,0.99598193
0.138,20.32579,0.40003532,0.39999932,-7.259721e-07,0.39999932,0.9999958,0.9919908,0.9999982,0.99598193
0.14,20.325766,0.40003487,0.39999932,-7.3402043e-07,0.39999932,0.9999958,0.9919908,0.9999982,0.99598193
0.142,20.325739,0.40003446,0.3999993,-7.4197226e-07,0.3999993,0.9999958,0.9919908,0.9999983,0.99598193
0.144,20.32571,0.400034,0.3999993,-7.4982665e-07,0.3999993,0.9999958,0.9919908,0.9999983,0.99598193
0.146,20.325684,0.40003356,0.3999993,-7.5758277e-07,0.3999993,0.9999958,0.9919908,0.9999983,0.99598193
0.148,20.325657,0.40003315,0.3999993,-7.6523975e-07,0.3999993,0.9999958,0.9919908,0.9999983,0.99598193
